locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A12_02594	CDS	1893				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02595	CDS	621	yciO		COG0009	putative protein YciO
Sample_Maccabi_Ecoli_SeqPlate10_A12_02596	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
Sample_Maccabi_Ecoli_SeqPlate10_A12_02597	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_02598	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02599	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
Sample_Maccabi_Ecoli_SeqPlate10_A12_02600	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_02601	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_02602	CDS	180				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02603	CDS	501	yciF		COG3685	Protein YciF
Sample_Maccabi_Ecoli_SeqPlate10_A12_02604	CDS	507	yciE		COG3685	Protein YciE
Sample_Maccabi_Ecoli_SeqPlate10_A12_02605	CDS	639	ompW		COG3047	Outer membrane protein W
Sample_Maccabi_Ecoli_SeqPlate10_A12_02606	CDS	744				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02607	CDS	540	yciB		COG2917	putative intracellular septation protein A
Sample_Maccabi_Ecoli_SeqPlate10_A12_02608	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02609	CDS	720	tonB_1		COG0810	Protein TonB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02610	CDS	297	yciI		COG2350	Protein YciI
Sample_Maccabi_Ecoli_SeqPlate10_A12_02611	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
Sample_Maccabi_Ecoli_SeqPlate10_A12_02612	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
Sample_Maccabi_Ecoli_SeqPlate10_A12_02613	CDS	330				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02614	CDS	1005	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
Sample_Maccabi_Ecoli_SeqPlate10_A12_02615	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02616	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02617	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02618	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02619	CDS	162				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02620	CDS	156				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02621	CDS	648				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02622	CDS	2676	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02623	CDS	1206				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02624	CDS	618	TK	2.7.1.21		Thymidine kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02625	CDS	414	hns_2		COG2916	DNA-binding protein H-NS
Sample_Maccabi_Ecoli_SeqPlate10_A12_02626	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02627	CDS	1014	rssB		COG0784	Regulator of RpoS
Sample_Maccabi_Ecoli_SeqPlate10_A12_02628	CDS	945			COG1752	putative NTE family protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02629	CDS	459				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02630	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02631	tRNA	85				tRNA-Tyr(gta)
Sample_Maccabi_Ecoli_SeqPlate10_A12_02632	tRNA	85				tRNA-Tyr(gta)
Sample_Maccabi_Ecoli_SeqPlate10_A12_02633	CDS	180				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02634	CDS	1200			COG3385	IS4 family transposase ISSfl1
Sample_Maccabi_Ecoli_SeqPlate10_A12_02635	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_02636	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
Sample_Maccabi_Ecoli_SeqPlate10_A12_02637	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_02638	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_02639	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
Sample_Maccabi_Ecoli_SeqPlate10_A12_02640	CDS	219				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02641	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
Sample_Maccabi_Ecoli_SeqPlate10_A12_02642	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
Sample_Maccabi_Ecoli_SeqPlate10_A12_02643	CDS	1395				Invasin
Sample_Maccabi_Ecoli_SeqPlate10_A12_02644	CDS	354	ychN		COG1553	Protein YchN
Sample_Maccabi_Ecoli_SeqPlate10_A12_02645	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02646	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02647	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
Sample_Maccabi_Ecoli_SeqPlate10_A12_02648	CDS	264	ldrA			Small toxic polypeptide LdrA
Sample_Maccabi_Ecoli_SeqPlate10_A12_02649	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02650	CDS	810				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02651	CDS	393	ychQ		COG3094	Protein YchQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_02652	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02653	CDS	1083	prfA_1		COG0216	Peptide chain release factor RF1
Sample_Maccabi_Ecoli_SeqPlate10_A12_02654	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02655	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02656	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02657	CDS	1014	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02658	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
Sample_Maccabi_Ecoli_SeqPlate10_A12_02659	CDS	279				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02660	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02661	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
Sample_Maccabi_Ecoli_SeqPlate10_A12_02662	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02663	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
Sample_Maccabi_Ecoli_SeqPlate10_A12_02664	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
Sample_Maccabi_Ecoli_SeqPlate10_A12_02665	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
Sample_Maccabi_Ecoli_SeqPlate10_A12_02666	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02667	CDS	1023				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02668	CDS	981			COG0609	putative ABC transporter permease protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02669	CDS	759			COG1120	putative ABC transporter ATP-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02670	CDS	813	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Sample_Maccabi_Ecoli_SeqPlate10_A12_02671	CDS	855	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
Sample_Maccabi_Ecoli_SeqPlate10_A12_02672	CDS	1971	cirA_2		COG4771	Colicin I receptor
Sample_Maccabi_Ecoli_SeqPlate10_A12_02673	CDS	255				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02674	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
Sample_Maccabi_Ecoli_SeqPlate10_A12_02675	CDS	612	VII_2	4.2.2.-		Transglycosylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02676	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02677	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
Sample_Maccabi_Ecoli_SeqPlate10_A12_02678	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
Sample_Maccabi_Ecoli_SeqPlate10_A12_02679	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02680	CDS	1533				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02681	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02682	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02683	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
Sample_Maccabi_Ecoli_SeqPlate10_A12_02684	CDS	1269	umuC		COG0389	Protein UmuC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02685	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02686	CDS	447				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02687	CDS	660	ycgM		COG0179	putative protein YcgM
Sample_Maccabi_Ecoli_SeqPlate10_A12_02688	CDS	294	ycgL		COG3100	Protein YcgL
Sample_Maccabi_Ecoli_SeqPlate10_A12_02689	CDS	402	pliG			Inhibitor of g-type lysozyme
Sample_Maccabi_Ecoli_SeqPlate10_A12_02690	CDS	369				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02691	CDS	696	minC		COG0850	Septum site-determining protein MinC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02692	CDS	813	minD		COG2894	Septum site-determining protein MinD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02693	CDS	267	minE		COG0851	Cell division topological specificity factor
Sample_Maccabi_Ecoli_SeqPlate10_A12_02694	CDS	327				putative autotransporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_02695	CDS	285				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02696	CDS	330	ymgD			putative protein YmgD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02697	CDS	528	icsA		COG3468	Outer membrane protein IcsA autotransporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_02698	CDS	363				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02699	CDS	180				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02700	CDS	681	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
Sample_Maccabi_Ecoli_SeqPlate10_A12_02701	CDS	249	ymgC			putative protein YmgC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02702	CDS	267	ariR			putative two-component-system connector protein AriR
Sample_Maccabi_Ecoli_SeqPlate10_A12_02703	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
Sample_Maccabi_Ecoli_SeqPlate10_A12_02704	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
Sample_Maccabi_Ecoli_SeqPlate10_A12_02705	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
Sample_Maccabi_Ecoli_SeqPlate10_A12_02706	CDS	405	ydfO		COG5562	putative protein YdfO
Sample_Maccabi_Ecoli_SeqPlate10_A12_02707	CDS	153	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
Sample_Maccabi_Ecoli_SeqPlate10_A12_02708	CDS	156				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02709	CDS	759				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02710	CDS	915			COG0803	putative periplasmic iron-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02711	CDS	828	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02712	CDS	858	mntB_2			Manganese transport system membrane protein MntB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02713	CDS	858	mntB_3			Manganese transport system membrane protein MntB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02714	CDS	294				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02715	CDS	279				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02716	CDS	2061	ltf_2	3.4.21.-		L-shaped tail fiber protein pb1
Sample_Maccabi_Ecoli_SeqPlate10_A12_02717	CDS	3483	J_2			Tip attachment protein J
Sample_Maccabi_Ecoli_SeqPlate10_A12_02718	CDS	543				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02719	CDS	600				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02720	CDS	699	L_3			Tail tip protein L
Sample_Maccabi_Ecoli_SeqPlate10_A12_02721	CDS	810	srlR_7		COG1349	Glucitol operon repressor
Sample_Maccabi_Ecoli_SeqPlate10_A12_02722	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
Sample_Maccabi_Ecoli_SeqPlate10_A12_02723	CDS	336	prlF		COG2002	Antitoxin PrlF
Sample_Maccabi_Ecoli_SeqPlate10_A12_02724	CDS	1572	garD_4	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
Sample_Maccabi_Ecoli_SeqPlate10_A12_02725	CDS	1335	garP			putative galactarate transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_02726	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02727	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02728	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02729	CDS	939	tsaR			HTH-type transcriptional regulator TsaR
Sample_Maccabi_Ecoli_SeqPlate10_A12_02730	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
Sample_Maccabi_Ecoli_SeqPlate10_A12_02731	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02732	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02733	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
Sample_Maccabi_Ecoli_SeqPlate10_A12_02734	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
Sample_Maccabi_Ecoli_SeqPlate10_A12_02735	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
Sample_Maccabi_Ecoli_SeqPlate10_A12_02736	CDS	1332	dlsT		COG0814	putative serine transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_02737	CDS	1311				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02738	CDS	165				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02739	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
Sample_Maccabi_Ecoli_SeqPlate10_A12_02740	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
Sample_Maccabi_Ecoli_SeqPlate10_A12_02741	CDS	369	yhaH		COG3152	Inner membrane protein YhaH
Sample_Maccabi_Ecoli_SeqPlate10_A12_02742	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
Sample_Maccabi_Ecoli_SeqPlate10_A12_02743	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
Sample_Maccabi_Ecoli_SeqPlate10_A12_02744	CDS	300				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02745	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
Sample_Maccabi_Ecoli_SeqPlate10_A12_02746	CDS	306	yqjD		COG4575	putative protein YqjD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02747	CDS	369	yqjC			Protein YqjC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02748	CDS	384	mzrA			Modulator protein MzrA
Sample_Maccabi_Ecoli_SeqPlate10_A12_02749	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
Sample_Maccabi_Ecoli_SeqPlate10_A12_02750	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02751	CDS	1299	exuT_1			Hexuronate transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_02752	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02753	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02754	CDS	552	ygjV			Inner membrane protein YgjV
Sample_Maccabi_Ecoli_SeqPlate10_A12_02755	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
Sample_Maccabi_Ecoli_SeqPlate10_A12_02756	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
Sample_Maccabi_Ecoli_SeqPlate10_A12_02757	CDS	1005	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
Sample_Maccabi_Ecoli_SeqPlate10_A12_02758	CDS	693				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02759	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02760	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
Sample_Maccabi_Ecoli_SeqPlate10_A12_02761	CDS	417	higA		COG5499	Antitoxin HigA
Sample_Maccabi_Ecoli_SeqPlate10_A12_02762	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02763	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
Sample_Maccabi_Ecoli_SeqPlate10_A12_02764	CDS	1071				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02765	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
Sample_Maccabi_Ecoli_SeqPlate10_A12_02766	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
Sample_Maccabi_Ecoli_SeqPlate10_A12_02767	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
Sample_Maccabi_Ecoli_SeqPlate10_A12_02768	CDS	984	melR_1		COG1609	HTH-type transcriptional repressor MelR
Sample_Maccabi_Ecoli_SeqPlate10_A12_02769	CDS	333	MARS_4	6.1.1.10		Methionine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02770	CDS	1290	patA	2.6.1.82	COG4992	Putrescine aminotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02771	CDS	1521	aer		COG0840	Aerotaxis receptor
Sample_Maccabi_Ecoli_SeqPlate10_A12_02772	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
Sample_Maccabi_Ecoli_SeqPlate10_A12_02773	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02774	tRNA	76				tRNA-Met(cat)
Sample_Maccabi_Ecoli_SeqPlate10_A12_02775	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02776	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02777	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02778	CDS	216	rpsU		COG0828	30S ribosomal protein S21
Sample_Maccabi_Ecoli_SeqPlate10_A12_02779	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02780	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_02781	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
Sample_Maccabi_Ecoli_SeqPlate10_A12_02782	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
Sample_Maccabi_Ecoli_SeqPlate10_A12_02783	CDS	933	dmlR_2			HTH-type transcriptional regulator DmlR
Sample_Maccabi_Ecoli_SeqPlate10_A12_02784	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02785	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02786	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02787	CDS	1239	cca_2		COG0617	Multifunctional CCA protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02788	CDS	621				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02789	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02790	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
Sample_Maccabi_Ecoli_SeqPlate10_A12_02791	CDS	1434	hldE		COG2870	Bifunctional protein HldE
Sample_Maccabi_Ecoli_SeqPlate10_A12_02792	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
Sample_Maccabi_Ecoli_SeqPlate10_A12_02793	CDS	630	yqiJ			Inner membrane protein YqiJ
Sample_Maccabi_Ecoli_SeqPlate10_A12_02794	CDS	201	glgS			Surface composition regulator
Sample_Maccabi_Ecoli_SeqPlate10_A12_02795	CDS	300	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
Sample_Maccabi_Ecoli_SeqPlate10_A12_02796	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02797	CDS	1050				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02798	CDS	513	papD		COG3121	Chaperone protein PapD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02799	CDS	270	yfcS_2		COG3121	putative fimbrial chaperone YfcS
Sample_Maccabi_Ecoli_SeqPlate10_A12_02800	CDS	2523	papC_2		COG3188	Outer membrane usher protein PapC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02801	CDS	564	ybgD			putative fimbrial-like protein YbgD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02802	CDS	171	yqiD			Protein YqiD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02803	CDS	774	zupT		COG0428	Zinc transporter ZupT
Sample_Maccabi_Ecoli_SeqPlate10_A12_02804	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
Sample_Maccabi_Ecoli_SeqPlate10_A12_02805	CDS	672	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
Sample_Maccabi_Ecoli_SeqPlate10_A12_02806	CDS	669	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
Sample_Maccabi_Ecoli_SeqPlate10_A12_02807	CDS	1797	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
Sample_Maccabi_Ecoli_SeqPlate10_A12_02808	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02809	CDS	672				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02810	CDS	1482	tolC		COG1538	Outer membrane protein TolC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02811	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_02812	CDS	423				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02813	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
Sample_Maccabi_Ecoli_SeqPlate10_A12_02814	CDS	582				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_02815	CDS	1893		5.6.2.2		DNA topoisomerase large subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_02816	CDS	2142	cntO_1		COG1629	Metal-pseudopaline receptor CntO
Sample_Maccabi_Ecoli_SeqPlate10_A12_02817	CDS	810	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
Sample_Maccabi_Ecoli_SeqPlate10_A12_02818	CDS	984	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
Sample_Maccabi_Ecoli_SeqPlate10_A12_02819	CDS	1050	feuC		COG0609	Iron-uptake system permease protein FeuC
Sample_Maccabi_Ecoli_SeqPlate10_A12_02820	CDS	948	fhuD_2		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
Sample_Maccabi_Ecoli_SeqPlate10_A12_02821	CDS	888	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
Sample_Maccabi_Ecoli_SeqPlate10_A12_02822	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
Sample_Maccabi_Ecoli_SeqPlate10_A12_02823	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
