locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A3_02730	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
Sample_Maccabi_Ecoli_SeqPlate10_A3_02731	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
Sample_Maccabi_Ecoli_SeqPlate10_A3_02732	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02733	CDS	675	yiiM		COG2258	Protein YiiM
Sample_Maccabi_Ecoli_SeqPlate10_A3_02734	CDS	942	kdgT			2-keto-3-deoxygluconate permease
Sample_Maccabi_Ecoli_SeqPlate10_A3_02735	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
Sample_Maccabi_Ecoli_SeqPlate10_A3_02736	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_02737	CDS	939	rhaR_2			HTH-type transcriptional activator RhaR
Sample_Maccabi_Ecoli_SeqPlate10_A3_02738	CDS	837	rhaS_2			HTH-type transcriptional activator RhaS
Sample_Maccabi_Ecoli_SeqPlate10_A3_02739	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02740	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02741	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02742	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02743	CDS	1395	scrY			Sucrose porin
Sample_Maccabi_Ecoli_SeqPlate10_A3_02744	CDS	663				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02745	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
Sample_Maccabi_Ecoli_SeqPlate10_A3_02746	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_02747	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_02748	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_02749	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_02750	CDS	930	fdhE		COG3058	Protein FdhE
Sample_Maccabi_Ecoli_SeqPlate10_A3_02751	CDS	129				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02752	CDS	243				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02753	CDS	219				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02754	CDS	1815				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02755	CDS	942	argA_2	2.3.1.1		Amino-acid acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02756	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02757	CDS	873				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02758	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
Sample_Maccabi_Ecoli_SeqPlate10_A3_02759	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
Sample_Maccabi_Ecoli_SeqPlate10_A3_02760	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02761	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02762	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02763	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02764	CDS	903	yihR		COG2017	putative protein YihR
Sample_Maccabi_Ecoli_SeqPlate10_A3_02765	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02766	CDS	1386	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_02767	CDS	1404	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_02768	CDS	759	ompL			Porin OmpL
Sample_Maccabi_Ecoli_SeqPlate10_A3_02769	CDS	1266	yihN			Inner membrane protein YihN
Sample_Maccabi_Ecoli_SeqPlate10_A3_02770	CDS	615	oiaC	4.1.1.-		3-oxo-isoapionate decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02771	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
Sample_Maccabi_Ecoli_SeqPlate10_A3_02772	CDS	795	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
Sample_Maccabi_Ecoli_SeqPlate10_A3_02773	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02774	CDS	960	ssuA			Putative aliphatic sulfonates-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02775	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
Sample_Maccabi_Ecoli_SeqPlate10_A3_02776	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
Sample_Maccabi_Ecoli_SeqPlate10_A3_02777	CDS	543	zapC			Cell division protein ZapC
Sample_Maccabi_Ecoli_SeqPlate10_A3_02778	CDS	1110	ycbX		COG0633	putative protein YcbX
Sample_Maccabi_Ecoli_SeqPlate10_A3_02779	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
Sample_Maccabi_Ecoli_SeqPlate10_A3_02780	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
Sample_Maccabi_Ecoli_SeqPlate10_A3_02781	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02782	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
Sample_Maccabi_Ecoli_SeqPlate10_A3_02783	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
Sample_Maccabi_Ecoli_SeqPlate10_A3_02784	CDS	168	rmf		COG3130	Ribosome modulation factor
Sample_Maccabi_Ecoli_SeqPlate10_A3_02785	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02786	CDS	1761	lon_2	3.4.21.53		Lon protease
Sample_Maccabi_Ecoli_SeqPlate10_A3_02787	CDS	453	matP		COG3120	Macrodomain Ter protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02788	CDS	1041	ompA		COG2885	Outer membrane protein A
Sample_Maccabi_Ecoli_SeqPlate10_A3_02789	CDS	510	sulA		COG5404	Cell division inhibitor SulA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02790	CDS	630	sxy		COG3070	Protein Sxy
Sample_Maccabi_Ecoli_SeqPlate10_A3_02791	CDS	2163	yccS_2		COG1289	Inner membrane protein YccS
Sample_Maccabi_Ecoli_SeqPlate10_A3_02792	CDS	447	yccF		COG3304	Inner membrane protein YccF
Sample_Maccabi_Ecoli_SeqPlate10_A3_02793	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
Sample_Maccabi_Ecoli_SeqPlate10_A3_02794	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02795	CDS	663				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02796	CDS	414	yccU		COG1832	putative protein YccU
Sample_Maccabi_Ecoli_SeqPlate10_A3_02797	CDS	318	hspQ		COG3785	Heat shock protein HspQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_02798	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
Sample_Maccabi_Ecoli_SeqPlate10_A3_02799	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02800	CDS	387	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
Sample_Maccabi_Ecoli_SeqPlate10_A3_02801	CDS	660	L6_2			Golgi anti-apoptotic protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02802	tRNA	88				tRNA-Ser(tga)
Sample_Maccabi_Ecoli_SeqPlate10_A3_02803	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_02804	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_02805	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_02806	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
Sample_Maccabi_Ecoli_SeqPlate10_A3_02807	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
Sample_Maccabi_Ecoli_SeqPlate10_A3_02808	CDS	858				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02809	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_02810	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_02811	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
Sample_Maccabi_Ecoli_SeqPlate10_A3_02812	CDS	1311	appA_2			Periplasmic AppA protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02813	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
Sample_Maccabi_Ecoli_SeqPlate10_A3_02814	CDS	174	gnsA_1			Protein GnsA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02815	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
Sample_Maccabi_Ecoli_SeqPlate10_A3_02816	CDS	2688	torS	2.7.13.3	COG0784	Sensor protein TorS
Sample_Maccabi_Ecoli_SeqPlate10_A3_02817	CDS	1029	torT		COG1879	Periplasmic protein TorT
Sample_Maccabi_Ecoli_SeqPlate10_A3_02818	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
Sample_Maccabi_Ecoli_SeqPlate10_A3_02819	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
Sample_Maccabi_Ecoli_SeqPlate10_A3_02820	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_02821	CDS	600	torD		COG3381	Chaperone protein TorD
Sample_Maccabi_Ecoli_SeqPlate10_A3_02822	CDS	306	cbpM			Chaperone modulatory protein CbpM
Sample_Maccabi_Ecoli_SeqPlate10_A3_02823	CDS	921	cbpA		COG2214	Curved DNA-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02824	CDS	1257				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02825	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02826	CDS	228	yccJ			putative protein YccJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_02827	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
Sample_Maccabi_Ecoli_SeqPlate10_A3_02828	CDS	174				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02829	CDS	1323	rutG		COG2233	Putative pyrimidine permease RutG
Sample_Maccabi_Ecoli_SeqPlate10_A3_02830	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
Sample_Maccabi_Ecoli_SeqPlate10_A3_02831	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
Sample_Maccabi_Ecoli_SeqPlate10_A3_02832	CDS	813	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
Sample_Maccabi_Ecoli_SeqPlate10_A3_02833	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
Sample_Maccabi_Ecoli_SeqPlate10_A3_02834	CDS	696	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
Sample_Maccabi_Ecoli_SeqPlate10_A3_02835	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02836	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
Sample_Maccabi_Ecoli_SeqPlate10_A3_02837	CDS	3963	putA		COG0506	Bifunctional protein PutA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02838	CDS	210				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02839	CDS	1509	putP		COG0591	Sodium/proline symporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_02840	CDS	1344				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02841	CDS	147				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02842	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
Sample_Maccabi_Ecoli_SeqPlate10_A3_02843	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
Sample_Maccabi_Ecoli_SeqPlate10_A3_02844	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
Sample_Maccabi_Ecoli_SeqPlate10_A3_02845	CDS	1065	phoH		COG1702	Protein PhoH
Sample_Maccabi_Ecoli_SeqPlate10_A3_02846	CDS	687				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02847	tRNA	88				tRNA-Ser(gga)
Sample_Maccabi_Ecoli_SeqPlate10_A3_02848	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
Sample_Maccabi_Ecoli_SeqPlate10_A3_02849	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
Sample_Maccabi_Ecoli_SeqPlate10_A3_02850	CDS	555	ycdY		COG3381	Chaperone protein YcdY
Sample_Maccabi_Ecoli_SeqPlate10_A3_02851	CDS	522	ycdZ			Inner membrane protein YcdZ
Sample_Maccabi_Ecoli_SeqPlate10_A3_02852	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
Sample_Maccabi_Ecoli_SeqPlate10_A3_02853	CDS	417	csgF			Curli production assembly/transport component CsgF
Sample_Maccabi_Ecoli_SeqPlate10_A3_02854	CDS	390	csgE			Curli production assembly/transport component CsgE
Sample_Maccabi_Ecoli_SeqPlate10_A3_02855	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02856	CDS	456	csgB			Minor curlin subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_02857	CDS	456	csgA			Major curlin subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_02858	CDS	333	csgC			Curli assembly protein CsgC
Sample_Maccabi_Ecoli_SeqPlate10_A3_02859	CDS	312	ymdA			putative protein YmdA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02860	CDS	534				Polyprotein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02861	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
Sample_Maccabi_Ecoli_SeqPlate10_A3_02862	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
Sample_Maccabi_Ecoli_SeqPlate10_A3_02863	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
Sample_Maccabi_Ecoli_SeqPlate10_A3_02864	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
Sample_Maccabi_Ecoli_SeqPlate10_A3_02865	CDS	228				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02866	CDS	375				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02867	CDS	1227	sbnD			Staphyloferrin B transporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_02868	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02869	CDS	1053				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02870	CDS	576	yceI		COG2353	Protein YceI
Sample_Maccabi_Ecoli_SeqPlate10_A3_02871	CDS	567	yceJ		COG3038	Cytochrome b561 
Sample_Maccabi_Ecoli_SeqPlate10_A3_02872	CDS	114	yceO			putative protein YceO
Sample_Maccabi_Ecoli_SeqPlate10_A3_02873	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02874	CDS	255	bssS			Biofilm regulator BssS
Sample_Maccabi_Ecoli_SeqPlate10_A3_02875	CDS	246	TUM			SOS operon TUM protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02876	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02877	CDS	561	yceB			putative lipoprotein YceB
Sample_Maccabi_Ecoli_SeqPlate10_A3_02878	CDS	648	grxB		COG2999	Glutaredoxin 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_02879	CDS	1209	mdtH			Multidrug resistance protein MdtH
Sample_Maccabi_Ecoli_SeqPlate10_A3_02880	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02881	CDS	648				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02882	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
Sample_Maccabi_Ecoli_SeqPlate10_A3_02883	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_02884	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
Sample_Maccabi_Ecoli_SeqPlate10_A3_02885	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
Sample_Maccabi_Ecoli_SeqPlate10_A3_02886	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02887	CDS	417	flgB_1		COG1815	Flagellar basal body rod protein FlgB
Sample_Maccabi_Ecoli_SeqPlate10_A3_02888	CDS	405	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
Sample_Maccabi_Ecoli_SeqPlate10_A3_02889	CDS	696	flgD_1		COG1843	Basal-body rod modification protein FlgD
Sample_Maccabi_Ecoli_SeqPlate10_A3_02890	CDS	1206	flgE_1		COG1749	Flagellar hook protein FlgE
Sample_Maccabi_Ecoli_SeqPlate10_A3_02891	CDS	756	flgF_1		COG4787	Flagellar basal-body rod protein FlgF
Sample_Maccabi_Ecoli_SeqPlate10_A3_02892	CDS	783	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
Sample_Maccabi_Ecoli_SeqPlate10_A3_02893	CDS	699	flgH_1			Flagellar L-ring protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02894	CDS	1098	flgI_1			Flagellar P-ring protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02895	CDS	942	flgJ_1	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_02896	CDS	1644	flgK_1		COG1256	Flagellar hook-associated protein 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_02897	CDS	954	flgL_1		COG1344	Flagellar hook-associated protein 3
Sample_Maccabi_Ecoli_SeqPlate10_A3_02898	CDS	426				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02899	CDS	294				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02900	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
Sample_Maccabi_Ecoli_SeqPlate10_A3_02901	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
Sample_Maccabi_Ecoli_SeqPlate10_A3_02902	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02903	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
Sample_Maccabi_Ecoli_SeqPlate10_A3_02904	CDS	174	rpmF		COG0333	50S ribosomal protein L32
Sample_Maccabi_Ecoli_SeqPlate10_A3_02905	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02906	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
Sample_Maccabi_Ecoli_SeqPlate10_A3_02907	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02908	CDS	735	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Sample_Maccabi_Ecoli_SeqPlate10_A3_02909	CDS	237	acpP_3			Acyl carrier protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02910	CDS	1242	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_02911	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02912	CDS	1014	rssB		COG0784	Regulator of RpoS
Sample_Maccabi_Ecoli_SeqPlate10_A3_02913	CDS	906			COG1752	putative NTE family protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02914	CDS	459				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02915	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02916	tRNA	85				tRNA-Tyr(gta)
Sample_Maccabi_Ecoli_SeqPlate10_A3_02917	tRNA	85				tRNA-Tyr(gta)
Sample_Maccabi_Ecoli_SeqPlate10_A3_02918	CDS	180				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02919	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_02920	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_02921	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_02922	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_02923	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
Sample_Maccabi_Ecoli_SeqPlate10_A3_02924	CDS	219				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02925	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
Sample_Maccabi_Ecoli_SeqPlate10_A3_02926	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
Sample_Maccabi_Ecoli_SeqPlate10_A3_02927	CDS	1431				Invasin
Sample_Maccabi_Ecoli_SeqPlate10_A3_02928	CDS	354	ychN		COG1553	Protein YchN
Sample_Maccabi_Ecoli_SeqPlate10_A3_02929	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02930	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
Sample_Maccabi_Ecoli_SeqPlate10_A3_02931	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02932	CDS	108	ldrA			Small toxic polypeptide LdrA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02933	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02934	CDS	810				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02935	CDS	393	ychQ		COG3094	Protein YchQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_02936	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02937	CDS	1083	prfA_1		COG0216	Peptide chain release factor RF1
Sample_Maccabi_Ecoli_SeqPlate10_A3_02938	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02939	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
Sample_Maccabi_Ecoli_SeqPlate10_A3_02940	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02941	CDS	1014	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02942	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
Sample_Maccabi_Ecoli_SeqPlate10_A3_02943	CDS	279				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02944	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02945	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
Sample_Maccabi_Ecoli_SeqPlate10_A3_02946	CDS	255				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02947	CDS	2868				putative autotransporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_02948	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02949	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
Sample_Maccabi_Ecoli_SeqPlate10_A3_02950	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
Sample_Maccabi_Ecoli_SeqPlate10_A3_02951	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
Sample_Maccabi_Ecoli_SeqPlate10_A3_02952	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
Sample_Maccabi_Ecoli_SeqPlate10_A3_02953	CDS	1023				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02954	CDS	981			COG0609	putative ABC transporter permease protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02955	CDS	759			COG1120	putative ABC transporter ATP-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_02956	CDS	813	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
